,V,A,D,text
4656,0.5,0.5,0.5,"It allows you to input total miles flown, but its Mileage Plus page doesn't give you total miles flown, it gives you the total added to your account (included bonuses, etc.)"
4657,0.65,0.6,0.55,Looking forward to version 2.0.
4658,0.5,0.5,0.5,"Posted by Lawrence Lessig on April 27, 2009 9:08 AM"
4659,0.5,0.4,0.55,"Comments (14) April 27, 2009 9:42 AM"
4660,0.55,0.5,0.44999999999999996,Peter Collopy: Dopplr has a nice carbon calculator built-in.
4661,0.5,0.55,0.5,"You have to enter all your trips, but I think it's generally an exciting system if you don't mind the Little Brother surveillance."
4662,0.6875,0.6875,0.4375,"April 27, 2009 9:49 AM lessig: GREAT point. I do enter all mine in."
4663,0.7,0.55,0.5,Perfect solution.
4664,0.44999999999999996,0.44999999999999996,0.5,"April 27, 2009 9:53 AM Padraic: Why aren't you a supporter of cap & trade?"
4665,0.5,0.5,0.55,Isn't a mandatory scheme going to moresuccesful than voluntary measures?
4666,0.5,0.5,0.5625,"April 27, 2009 10:20 AM lessig: I favor a mandatory scheme -- internalize your externality."
4667,0.44999999999999996,0.5,0.5,I talk about it in my Green Culture talk.
4668,0.35,0.55,0.6,I am suspicious of cap & trade.
4669,0.44999999999999996,0.4,0.44999999999999996,"It seems like a complicated partial version of that, created by the same genius quants who gave us the mess on wall street, that is designed to generate large fees finance types."
4670,0.5,0.4375,0.5,My sense is for a simpler system.
4671,0.5,0.5,0.55,"April 27, 2009 12:07 PM Padraic Ryan: Re: cap & trade - you shouldn't use the financial crisis as an excuse to write off all of economics."
4672,0.5,0.6,0.65,"IMHO, we all have an ethical obligation to offset our carbon footprint -- now."
4673,0.55,0.5,0.55,"A cap & trade system worked very well at reducing sulfur dioxide pollution in the US, finance types and all."
4674,0.55,0.55,0.5,"You're right that a carbon tax is definitely simpler, but there are upsides to cap & trade as well (such as the fact that the market will drive the price up, whereas a tax won't increase unless Congress wants it to)."
4675,0.55,0.6,0.6,"Re: your green culture talk, I think you are misappropriating the Gore clip: isn't he saying that your money would be better spent on political candidates and organizations that push for mandatory internalizing of externalities (changing the laws) instead of on carbon offsets (changing the lightbulbs)?"
4676,0.5,0.5,0.5,"My problem with carbon offsets and other voluntary measures is that given the finite amount of money, energy and attention we have to push for the environment, I feel like the opportunity cost of these measures is too high compared to policy-oriented actions, the citizen role that Gore referred."
4677,0.6675,0.4175,0.5,My wife and I have been doing so for a couple years.
4678,0.44999999999999996,0.55,0.55,"For example, Earth Hour would be much more productive if it were a global rally for carbon taxes; instead we de-politicize it and entertain the idea that voluntarily turning off lights will stop climate change."
4679,0.5,0.55,0.55,"I'm a big fan of your work on IP and corruption, but I'm skeptical of these initial ventures into the environmental arena..."
4680,0.5,0.5,0.55,"April 27, 2009 12:17 PM mark: ""I am suspicious of cap & trade."
4681,0.35,0.55,0.44999999999999996,"""I am suspicious of cap & trade. It seems like a complicated partial version of that, created by the same genius quants who gave us the mess on wall street, that is designed to generate large fees finance types. My sense is for a simpler system."""
4682,0.4375,0.5,0.5,We're a couple months late buying credits for last year.
4683,0.44999999999999996,0.5,0.5,"It seems like a complicated partial version of that, created by the same genius quants who gave us the mess on wall street, that is designed to generate large fees finance types."
4684,0.5,0.44999999999999996,0.55,"My sense is for a simpler system."""
4685,0.4,0.5,0.55,"United carbon offset disappointment April 27, 2009 9:08 AM"
4686,0.5,0.5,0.5,"April 27, 2009 2:51 PMCathy: When you book a route on United it tells you how many miles it will accrue, pre-bonus, for each leg."
4687,0.5,0.44999999999999996,0.5,(I use it to calculate how many I'll get towards my premier status.)
4688,0.5,0.5,0.5,"It's a tiny link they move around from time to time, but look for it near where the seat selection option is."
4689,0.4575,0.4175,0.5,One reason we're late (other than the obvious) is the insane complexity in calculating it well.
4690,0.5,0.5,0.5,"You should see this on a screen before you purchase the ticket, and possibly also after."
4691,0.5,0.5,0.55,"April 27, 2009 4:45 PM Brad Templeton: When I got to United's site it has two columns, one for true miles flown (sort of) and one for elite bonus."
4692,0.55,0.4,0.55,So cut and paste into your spreadsheet and it should be fine.
4693,0.5,0.5,0.625,"However, it does show 500 for the short haul flights, but I bet those are mostly L.A. so you can fill in the real mileage to L.A. on those, it should not take long."
4694,0.44999999999999996,0.55,0.6,"April 28, 2009 9:03 AM Jardinero1: The only way to reduce your carbon footprint, is to reduce your carbon footprint, period."
4695,0.30000000000000004,0.55,0.5,"Paying someone else to do something they are doing, already, does not reduce your carbon footprint one bit."
4696,0.3325,0.5,0.75,I travel way too much.
4697,0.44999999999999996,0.55,0.55,"If you don't believe that and still insist on paying someone else to consume less, then please consider paying me."
4698,0.5,0.5,0.5,My wife and I telecommute.
4699,0.35,0.35,0.4,We rarely travel.
4700,0.55,0.5,0.55,I ride my bike to the grocery store.
4701,0.5,0.5,0.55,We cook from whole ingredients and never eat processed or prepared foods.
4702,0.4375,0.5,0.5625,Both of our cars are high mpg and rarely used.
4703,0.6,0.5,0.55,I just finished insulating my house and installed high efficiency windows and HVAC.
4704,0.5,0.5,0.5825,I keep the thermostat high in the summer and low in the winter.
4705,0.5,0.4175,0.5,"All the light bulbs are fluorescent, except for the dimmer above the dining room table."
4706,0.4,0.44999999999999996,0.55,But to calculate it accurately requires churning through a pile of flights.
4707,0.5,0.5,0.6,I removed all the turf from my property and replaced it with vines and perennials.
4708,0.5,0.30000000000000004,0.55,There are twenty three trees on the property sequestering CO2 on a continuous basis.
4709,0.4,0.55,0.55,No motorized equipment is required to maintain my garden which is now over ten thousand square feet of CO2 consuming plants.
4710,0.625,0.5,0.625,I would gladly accept the sum of fifteen thousand dollars from Prof Lessig or anyone else to offset his carbon heavy lifestyle.
4711,0.5,0.4175,0.5425,"In return, I would submit to an audit of my lifestyle and I would issue him a certificate stating the amount of his carbon offset."
4712,0.55,0.5,0.55,"April 29, 2009 4:00 AM Eric the Red: Carbon credits: indulgences for the non-Catholic crowd."
4713,0.5,0.4,0.55,"I'm a big believer in carbon offsets (not so much the cap and trade game, but in the simple internalize-your-externality-sort)."
4714,0.4375,0.625,0.6875,"More modern, but just as dumb."
4715,0.5,0.5,0.55,"April 29, 2009 7:18 AM pb: ""we all have an ethical obligation to offset our carbon footprint -- now"""
4716,0.5,0.44999999999999996,0.5,"I could estimate, no doubt."
4717,0.44999999999999996,0.55,0.6,"Carbon offsets 'harm environment' http://news.bbc.co.uk/1/hi/uk_politics/6378471.stm Tuesday, 20 February 2007, 17:31 GMT"
4718,0.375,0.375,0.5,"Carbon offsetting was ""an unbelievably inefficient way of reducing emissions,"" she argued, and its effects were impossible to verify."
4719,0.4175,0.5,0.5,"""an unbelievably inefficient way of reducing emissions,"""
4720,0.44999999999999996,0.55,0.5,"In addition, ""More than half"" of the money given to companies selling carbon offsets went on research and administration costs, ""benefiting not the climate but the burgeoning consultancy industry""."
4721,0.5,0.5,0.5,"""More than half"""
4722,0.75,0.625,0.5625,"So I was really happy to see on the United page an announcement of a ""Carbon Offset Program."""
4723,0.375,0.4375,0.5625,"""benefiting not the climate but the burgeoning consultancy industry"""
4724,0.375,0.5825,0.4575,"""We believe it is worse than nothing because it creates the illusion, or the impression, in the public that action is being taken, while we are not really addressing the task at hand, significantly reducing greenhouse gas emissions,"""
4725,0.4175,0.5825,0.5825,"Illusions are powerful around here, it seems."
4726,0.375,0.625,0.625,"Professor - stop listening to your ""intuitions"" and do some basic research!"
4727,0.55,0.5,0.5,"""intuitions"""
4728,0.6,0.44999999999999996,0.55,"May 14, 2009 2:45 PM Jason Sperling: It's nice to see feedback on the United program."
4729,0.5,0.44999999999999996,0.44999999999999996,I've posted your feedback on my carbon offsets news blog.
4730,0.5,0.5,0.5,"""Carbon Offset Program."""
4731,0.5,0.4375,0.5,"The cost for large companies to make any updates to their e-commerce sites is significant, another factor in keeping the type of program you'd like from being available."
4732,0.44999999999999996,0.4,0.55,"Additionally, there is a reluctance to share the data required for accurate emissions measurement due to perceived potential risks, possibly related to future regulatory concerns."
4733,0.65,0.6,0.5,"When the type of program you imagine IS put in place, the results have been very good."
4734,0.5,0.5,0.5,For example ShopGreen Merchant Reports 90% of customers 'go green'
4735,0.5,0.4375,0.5,'go green'
4736,0.55,0.5,0.5,"June 10, 2009 12:18 PM jason: check out this great new idea to offset http://www.treehugger.com/files/2009/06/man-auctions-own-carbon-offsets-on-ebay.php"
4737,0.5,0.5,0.5,Here's the link to the auction http://cgi.ebay.com/ebaymotors/ws/eBayISAPI.dll?ViewItem&item=320381623555&viewitem=&sspagename=STRK%3AMESELX%3AIT
4738,0.2,0.7,0.6,"It hurts us especially now to see a scrawny dog . . . a wet, starving kitten ."
4739,0.4,0.44999999999999996,0.4,"homeless animals that would otherwise die if Little Shelter didn’t provide the care, treatment and love these animals need."
4740,0.5,0.4,0.5,"If you could see them, I know you would want to help."
4741,0.9175,0.9175,0.5825,Happy Holidays from all of us!
4742,0.5,0.5,0.5,"Sincerely, Maryann Chernovsky President"
4743,0.5,0.44999999999999996,0.5,Dear Ms. LastName
4744,0.6,0.5,0.5,P.S. Please accept the enclosed 2001 calendar and gift tags as a special greeting from our animal friends and Little Shelter.
4745,0.3325,0.3325,0.3325,"These are the pawprints of a homeless animal; an abandoned animal, shivering with fear, with no place to call home."
4746,0.44999999999999996,0.5,0.5,Where will these pawprints lead?
4747,0.75,0.6675,0.5,"With your help they can lead to Little Shelter’s good food, medical attention and a warm place to sleep for homeless and frightened animals."
4748,0.5,0.5,0.55,SAVE A LIFE Little ShelterAND GET OUR33 Warner RoadNEWSLETTERHuntington NY 11743-0830
4749,0.7,0.65,0.6,And then we’ll work to find loving homes for them
4750,0.5,0.5,0.44999999999999996,You might be wondering how much to send.
4751,0.55,0.5,0.5,Our average gift is about $21.
4752,0.6,0.6,0.55,"If you could give $20 or more, I can promise we’ll use your money to help animals start new, happier lives."
4753,0.6,0.6,0.44999999999999996,"At this wonderful time of the year, when people are celebrating, (Over, please)"
4754,0.5,0.5,0.55,“The only no-kill shelter that’s there when you need us” Little Shelter is crowded with animals waiting for homes.
4755,0.5,0.5,0.5,"Tara stood stock-still, waiting for the first tiny gleam from the scout craft to appear in the darkness of the wormhole."
4756,0.30000000000000004,0.65,0.6,Tara fumed.
4757,0.16749999999999998,0.8325,0.6675,Of all the impertinence!
4758,0.4,0.6,0.55,"Tarrin, no doubt with orders from Mason, was questioning her command decisions."
4759,0.4,0.55,0.6,That's what I get for not using mercenaries.
4760,0.4,0.55,0.5,"The gentle constant breeze of recycled air from the vent above blew an annoying hair against her nose, but she ignored it."
4761,0.5,0.30000000000000004,0.4,"Mahogany-black curly hair, cut short in the typical military style framed a careworn, dark-skinned face."
4762,0.3125,0.4375,0.5,"It was not an attractive face right now; her ebony eyes shadowed by hours on the watch, full lips pursed with frustration."
4763,0.5,0.5,0.5,She had the look of every leader she had ever known.
4764,0.5,0.55,0.65,"At six foot two, she stood a full head taller than even her Arrallin first officer."
4765,0.55,0.65,0.55,Her glowering expression completed the imposing effect.
4766,0.5,0.5,0.5,"She picked imaginary flecks off her stark gray jumpsuit, and snorted."
4767,0.25,0.6675,0.6675,"You look like hell, Tar."
4768,0.5,0.6,0.7,Don't blow this.
4769,0.5,0.5,0.5,Don't let fatigue get to you.
4770,0.5,0.44999999999999996,0.5,She used the discretion of the mirrored window to secretively survey her crew.
4771,0.55,0.55,0.55,"Harmon was an excellent addition to the bridge team, but was she open minded enough to defy United Earth Command and sever all ties from Earth?"
4772,0.5,0.4175,0.5825,"She watched the psi bob her head, unaware of the rest of the bridge, shaking blonde curls as she chattered away with the approaching psi relay on Mason's ship."
4773,0.5,0.55,0.4,"She seemed so depthless - self conscious and shallow on the outside, but having that incredible gift."
4774,0.5,0.44999999999999996,0.5,There had to be more to her.
4775,0.4,0.4,0.4,"Well, if she didn't pan out, she'd be terminated."
4776,0.4,0.44999999999999996,0.55,Any crew member that would jeopardize the project was meat.
4777,0.44999999999999996,0.5,0.5,"It would be a shame to lose that talent, though."
4778,0.5,0.6675,0.4175,"A gasp from the psychic broke her silent vigil, and she turned."
4779,0.44999999999999996,0.5,0.5,He was what this was all about.
4780,0.44999999999999996,0.35,0.4,She watched his graceful fingers ending in thick black claws tap out calculations on the panel.
4781,0.5,0.5,0.5,"His silken fur, which would be tawny golden and striped with jet black bands, was dyed perfectly to a pure black, and his mane trimmed and thinned as to be indistinguishable from the rest of his coat."
4782,0.5,0.5,0.5,"""Results, Harmon?"""
4783,0.5,0.4,0.44999999999999996,"His eyes had been treated and darkened to a rich purple to disguise the brilliant golden yellow color that would mark him as an Alpha Arrallin, and leader of his hive."
4784,0.4175,0.5825,0.4175,she suppressed the surge of annoyance that ran through her as she contemplated the psi's gift of getting all the hot news first.
4785,0.5,0.5,0.55,The scout ship re-emerged from the hole - a brilliant speck emerging from a sphere of velvety blackness.
4786,0.5,0.4,0.55,"""Launch the second probe."
4787,0.35,0.44999999999999996,0.55,Won't Central be crushed to learn that another gateway has yielded little more than a class F planet and a white dwarf system.
4788,0.5,0.5,0.6875,Level 1 and 2 staffers should prepare to be briefed and move out.
4789,0.6,0.44999999999999996,0.5,"This sounds like it's the one."""
4790,0.5,0.5,0.55,"The distinctive whuffle of pleasure rippled through the betas on the bridge, and Rakal let loose a small growl, as if to caution his charges against false hope."
4791,0.44999999999999996,0.5,0.5,"They'd scouted twenty-seven gates so far, and none had turned up anything worth the Insurrection's time."
4792,0.5,0.55,0.6,"Tara would not let giddy hopes drag them onto a rock that would spell the end for the project, and the Arrallin species."
4793,0.625,0.625,0.625,Harmon's face slowly animated - joy sweeping in to replace stern concentration.
4794,0.7925,0.8325,0.5425,"""Tarrin says the planet's a freaking gemstone!"
4795,0.44999999999999996,0.4,0.44999999999999996,"Thriving with life, large and small forms, no buildings of any kind, hydrocarbons, metals, and a stable atmosphere."
4796,0.44999999999999996,0.44999999999999996,0.5,He's not even bringing them back through for a face to face briefing.
4797,0.5,0.5,0.5,"He says we should come through now, immediately, before the probe is reported late."""
4798,0.25,0.55,0.75,"""Harmon, tell that good for nothing son of a beta to get his hindquarters through the gate and back here NOW, or I'll open fire on him when we come back through."""
4799,0.65,0.6,0.55,"Readers of early versions of the story might have been cheering for the defeat of this demon disguised as a beauty, and would have enjoyed reading the stories for the lurid horror details and later her crushing defeat."
4800,0.4175,0.5,0.4175,"Conversely, the authors of the two stories examined here do not give readers motivation to wish for the death of Madame White Snake, so the pleasure of the narrative - to borrow appropriate phrasing from film theory - comes not from the death of the insubordinate, disruptive force, from watching the transgressions themselves."
4801,0.55,0.5,0.44999999999999996,"She writes, “the final ‘lesson’ of the myth often fades into the background and we retain the image of the erotic, strong, unrepressed (if destructive) woman.”"
4802,0.75,0.5,0.5,"“the final ‘lesson’ of the myth often fades into the background and we retain the image of the erotic, strong, unrepressed (if destructive) woman.”"
4803,0.5,0.44999999999999996,0.5,‘lesson’
4804,0.4375,0.5,0.5,"Early tales of Madame White Snake appeared in China as early as the Song Dynasty, and initially her portrayal was fairly direct, as a villainous demon who drains the life force out of her human husband."
4805,0.5,0.5,0.5,"Janey Place, “Women in Film Noir” in Women in Film Noir, ed. E. Ann Kaplan (London: British Film Institute, 2003), 48."
4806,0.5,0.375,0.5,“Women in Film Noir”
4807,0.44999999999999996,0.55,0.44999999999999996,"In these two stories, the femme fatale Madame White Snake is going to live on in the minds of readers not as the shrunken snake trapped under a pagoda, but the sexy, aggressive woman who took a weaker human man as her lover."
4808,0.5,0.5,0.5,"However, consciously or unconsciously, these authors created a female character who fits the characteristics of a feisty heroine."
4809,0.5425,0.4575,0.5425,"In fact, Communists in the PRC in the 1970s reclaimed her as a feminist symbol for women who rebel against the patriarchy."
4810,0.55,0.44999999999999996,0.5,"Just as the dangerous femme fatale of noir films has reemerged as a heroine in her own right, rather than the sexy death trap for the male protagonist, so too Lady White Snake should be reclaimed for her sexual assertiveness and life slightly outside the bounds of conventional social expectations."
4811,0.5,0.55,0.5,"Lai, Whalen. ""From Folklore to Literate Theater: Unpacking ""Madame White Snake""."" Asian Folklore Studies 51, no. 1 (1992): 52."
4812,0.5,0.44999999999999996,0.5,"""Madame White Snake"""
4813,0.5,0.5,0.5,"The Chinese legend of Madame White Snake, the snake demon that takes human form and becomes the wife of a man, has exerted a lasting influence over East Asian folktales and fiction for centuries."
4814,0.5,0.5,0.5,“Pagoda”
4815,0.55,0.44999999999999996,0.44999999999999996,"Whalen Lai notes, “She was a loving wife, a caring mother, rescuer of her family from the first flood, and, at that point, a general benefactor of man."
4816,0.5425,0.4575,0.5425,"“She was a loving wife, a caring mother, rescuer of her family from the first flood, and, at that point, a general benefactor of man. She took on the virtues of a traditional Chinese female, particularly forbearance”"
4817,0.625,0.3125,0.5625,"She took on the virtues of a traditional Chinese female, particularly forbearance”."
4818,0.5,0.5,0.5,"Ibid., 53."
4819,0.5,0.44999999999999996,0.5,"But if she were really an ideal wife, why could she not live happily with her human mate?"
4820,0.44999999999999996,0.5,0.44999999999999996,Her dangerous sexuality is the key.
4821,0.5,0.5,0.5,"Femme fatale might seem an unusual term to apply to a character from pre-modern Chinese and Japanese literature who may exemplify the virtues of an ideal Confucian wife, since it is primarily associated with film characters, particularly those of the film noir genre."
4822,0.5,0.5,0.5,"“Femme, ”"
4823,0.5825,0.6675,0.5,"In both incarnations of Madame White snake, the authors depict her as bewitchingly beautiful."
4824,0.5,0.5,0.5,“Lust of the White Serpant”
4825,0.5,0.44999999999999996,0.44999999999999996,"Amanda Bates November 11, 2008 Madame White Snake: East Asian Femme Fatale of Old"
4826,0.25,0.8325,0.5825,“disturbed and agitated”
4827,0.5825,0.5,0.5,“ethereal beauty”
4828,0.5,0.5,0.55,"Ueda, Akinari. Ugetsu Monogatari : Tales of Moonlight and Rain : A Complete English Version of the Eighteenth-Century Japanese Collection of Tales of the Supernatural. Vancouver: University of British Columbia Press, 1974, 162-164."
4829,0.5,0.35,0.44999999999999996,"Two quintessential novellas, “The Lust of the White Serpant” from Ugetsu Monogatari by the Japanese author Ueda Akinari and “Eternal Prisoner under Thunder Peak Pagoda” a traditional Chinese story, are both relatively complex and demonstrate not only the evolution of the White Snake figure to become a more believable human, but also what aspects may have given her enduring appeal."
4830,0.44999999999999996,0.5,0.55,"In “Eternal Prisoner,” Madame White Snake’s bewitching beauty follows her lover Hsü into his dreams, and the next morning “he was so distracted that he could not concentrate on doing business.”"
4831,0.44999999999999996,0.44999999999999996,0.5,"“Eternal Prisoner,”"
4832,0.35,0.44999999999999996,0.4,“he was so distracted that he could not concentrate on doing business.”
4833,0.5,0.44999999999999996,0.44999999999999996,“Eternal Prisoner under the Thunder Peak Pagoda.”
4834,0.5,0.5,0.5,"“Eternal Prisoner under the Thunder Peak Pagoda.” Trans. Diana Yu, in Y. W. Ma and Joseph S. M. Lau. Traditional Chinese Stories : Themes and Variations. Boston: Zheng & Zui Co, 1986, 358."
4835,0.44999999999999996,0.5,0.55,"Both of these stories align negative connotations with her beauty, suggesting that her sexuality is the cause of their distraction."
4836,0.5,0.4,0.5,"In addition to distracting sexuality, the irregular characterization of Madame White Snake might be another trait her character has in common with the archetypical noir femme fatale."
4837,0.5,0.5,0.5,"“Not only is the hero frequently not sure whether the woman is honest or a deceiver, but the heroine’s characterisation is itself fractured so that it is not evident to the audience whether she fills the [femme fatale] stereotype or not”"
4838,0.5,0.4375,0.5625,"Christine Gledhill, “Klute 1: A Contemporary Film Noir and Feminist Criticism,” in Feminism and Film, ed. E. Ann Kaplan (New York: Oxford University Press, 2004), 81."
4839,0.5,0.5,0.55,"“Klute 1: A Contemporary Film Noir and Feminist Criticism,”"
4840,0.375,0.4575,0.375,“Eternal Prisoner under Thunder Peak Pagoda”
4841,0.55,0.55,0.44999999999999996,"While both stories each characterize Madame White Snake fairly consistently within their narratives, the uneven characterization in film noir perhaps mirrors the evolution of her character over time: readers may not be sure whether she is a pure villainess or whether she is a good wife who is badly treated by society, because there is evidence of both throughout her legend."
4842,0.44999999999999996,0.5,0.55,"She is a loyal wife to her husband as she has promised, but she also causes him to find trouble with the law and deceives him about her supernatural nature."
4843,0.44999999999999996,0.5,0.44999999999999996,The complications in her character serve to undercut the ostensible didactic intent of these stories.
4844,0.5,0.55,0.6,This is quite similar to the expected end for the femme fatal character in films - she is punished in some way so that social order and proper gender roles are restored.
4845,0.4175,0.4175,0.5425,"In both stories, Madame White Snake’s secret is uncovered and a monk comes to exorcise her, and she is eventually rendered powerless and trapped under a pagoda."
4846,0.5,0.55,0.55,"Her husband becomes a monk, and this further implicates Lady White Snake, this time from a Buddhist perspective."
4847,0.5,0.4575,0.5425,"Furthermore, Lady White Snake’s lover is far from the ideal man."
4848,0.4,0.5,0.5,He is weak-willed and not particularly useful.
4849,0.5,0.55,0.55,"In “Lust,” the priest informs Toyoo “Those creatures took advantage of your fair looks and tempted you."
4850,0.5,0.65,0.55,"“Lust,”"
4851,0.4,0.55,0.5,"“Those creatures took advantage of your fair looks and tempted you. But you, yourself, owing to a lack of courage and spirit, fell victim to their temporary form”"
4852,0.44999999999999996,0.4,0.44999999999999996,"But you, yourself, owing to a lack of courage and spirit, fell victim to their temporary form” Ugetsu Monogatari, 177-178. ."
4853,0.44999999999999996,0.5,0.55,"The implications of this are that a stronger, more capable man would not fall for the Lady’s trickery."
4854,0.5,0.5,0.5,But are the morals of these stories entirely sincere?
4855,0.5,0.5,0.75,"If they were, Madame White Snake would be unmistakably depicted as an evil character."
4856,0.5,0.35,0.4,"Instead, both these stories feature many moments where readers have great sympathy for her, despite her depraved sexuality."
4857,0.75,0.65,0.6,"Certainly, readers admire her patience and loyalty: “I searched everywhere, and now that at last I’ve found you, I’m very happy,” Ibid.,173. she gushes to him in “Lust.”"
4858,0.9175,0.5825,0.6675,"“I searched everywhere, and now that at last I’ve found you, I’m very happy,”"
4859,0.6675,0.5825,0.5,“Lust.”
4860,0.4,0.5,0.6,Readers must also acknowledge that her human lover is breaking his promise to her when he leaves her.
4861,0.55,0.55,0.5,"She pleads with him, “We have a love bond between us, as constant as the T’ai Mountains and the Eastern Sea, and we must live and die together."
4862,0.6675,0.5825,0.5825,"“We have a love bond between us, as constant as the T’ai Mountains and the Eastern Sea, and we must live and die together. Please, since we are already married, take me back, and let’s stay together the rest of our lives. Wouldn’t that be wonderful?”"
4863,0.5,0.5,0.5,"While both these stories are ostensibly morality tales about the dangerous beauty of this femme fatale, the true source of pleasure from these narratives is the femme fatale’s transgressive behavior, not her eventual punishment for it."
4864,0.44999999999999996,0.6,0.55,"Please, since we are already married, take me back, and let’s stay together the rest of our lives."
4865,0.6,0.65,0.6,Wouldn’t that be wonderful?”
4866,0.35,0.55,0.4,"“Eternal Prisoner,”"
4867,0.5,0.4175,0.5,"“Eternal Prisoner,” 369."
4868,0.5,0.55,0.5,"In another traditional vernacular story, “Tsu Shih-Niang Sinks the Jewel Box in Anger, “Tu Shih-Niang Sinks the Jew Box in Anger,” trans, Richard M. W. Ho, in Y. W. Ma and Joseph S. M. Lau. Traditional Chinese Stories : Themes and Variations. Boston: Zheng & Zui Co, 1986, 358. ” the male protagonist breaks a promise he made to his concubine lover, and suffers for it, suggesting that traditionally, loyalty and keeping ones word was valued on the man’s part as well as a woman’s."
4869,0.5,0.55,0.55,"“Tsu Shih-Niang Sinks the Jewel Box in Anger, “Tu Shih-Niang Sinks the Jew Box in Anger,” trans, Richard M. W. Ho, in Y. W. Ma and Joseph S. M. Lau. Traditional Chinese Stories : Themes and Variations. Boston: Zheng & Zui Co, 1986, 358. ”"
4870,0.4,0.4,0.44999999999999996,"So her husband’s failure to follow through on his end of the bargain, completely forgetting the love he once had for her, makes readers more sympathetic to Madame White Snake’s plight."
4871,0.55,0.4,0.6,"These stories draw from the long tradition of supernatural and ghost stories, which usually end with the demon destroyed or at least subdued."
4872,0.55,0.55,0.5,"In the initial versions of this story Madame White Snake harmed her human lover, so her entrapment under a pagoda by a Taoist monk or later, a Buddhist monk Lai, 53. would have been a satisfying ending."
4873,0.4175,0.5,0.5,"When it comes to the oceans, people take ... and take ... and take -- without ever giving."
4874,0.5,0.44999999999999996,0.55,"I trust, however, that you will give back."
4875,0.55,0.55,0.55,A tax-deductible gift from you now of less than a nickel a day can bring you into the ranks of the most influential and effective marine conservation organization operating today.
4876,0.75,0.625,0.625,"At a price nearly half off the regular membership dues, you will receive a host of member benefits (more on these in a moment)_and, far more important the satisfaction of actually doing something to improve the ocean world we pass on to our children."
4877,0.6675,0.6675,0.5,"The Center for Marine Conservation can put your membership donation to work right away to protect ocean wildlife, preserve marine habitats and prevent the marine pollution that poisons our watery planet."
4878,0.5625,0.5,0.5,"Your nickel a day can, when it joins the stream of other member donations, help stop water pollution at its source ... protect sea turtle nesting beaches from development ... and defend seals, dolphins, and other ocean wildlife from the threat of entanglement and drowning in fishing nets and marine debris."
4879,0.5,0.5,0.5,Will your gift really help?
4880,0.8,0.7,0.5,Definitely yes!
4881,0.5625,0.625,0.5625,I hope you enjoy using them as you correspond with your friends and family and help us spread the word to protect ocean wildlife.
4882,0.5425,0.4175,0.5825,You’ll be part of a team that’s already
4883,0.55,0.55,0.6,convinced Mitsubishi and the Mexican government to abandon plans to build a massive salt production facility on the shores of critical calving and breeding grounds for gray whales.
4884,0.5,0.5,0.55,won a major court victory that closed thousands of square miles to U.S. longline fishing because of its threat to the survival of Pacific leatherback sea turtles.
4885,0.55,0.6,0.5,"helped create National Marine Sanctuaries critical to the survival of marine wildlife -- from endangered manatees in the Florida Keys, to humpback whales off New England’s Stellwagen Bank, to sea otters in California’s Monterey Bay."
4886,0.5,0.625,0.625,These are prime examples of hard fought victories and critical efforts that are working to improve the health of our marine environment.
4887,0.375,0.5,0.4375,But our programs need your backing.
4888,0.55,0.5,0.5,You can help us spread our message to protect ocean wildlife by using the enclosed labels on all your correspondence.
4889,0.625,0.625,0.625,"Also, take a moment to review the practical tips on the back of the form -- share them with your family and friends --and put them into action today!"
4890,0.5,0.5,0.6,"And won’t you also please make a tax-deductible contribution of just $15 --or more if you are able -- to help save the dolphins, whales, sea turtles, and other amazing marine creatures who so desperately need support from all of us these days!"
4891,0.5,0.4575,0.5425,"Dear Friend,"
4892,0.4575,0.75,0.5825,"I hope, too, that they remind you just how much danger these beautiful marine species and their ocean habitats are in right now!"
4893,0.55,0.55,0.6,"At the same time, you’ll receive CMC’s benefit-packed New Member Welcome Kit ... a free subscription to our exciting full-color quarterly newsletter, Marine Conservation News ... more steps you can take to protect our oceans regular legislative updates and action alerts ... and an official membership card."
4894,0.5,0.5,0.5825,Please let me hear from you now.
4895,0.55,0.5,0.5,Sincerely
4896,0.5825,0.5,0.5825,"P.S. Of course, your personalized labels are a gift, yours to keep whether or not you choose to join us."
4897,0.6,0.6,0.55,But think how much you -- and your loved ones who share this watery planet of ours -- stand to gain if you join.
4898,0.44999999999999996,0.5,0.44999999999999996,Isn’t that really worth at least a nickel a day?
4899,0.65,0.5,0.5,"P.P.S. And, if you are able to send a gift of $15 or more, as a special new member bonus, I’ll send you our exclusive dolphin tote bag."
4900,0.55,0.55,0.55,The enclosed set of name and address labels is a FREE GIFT to you from America’s leader in protecting our increasingly vulnerable ocean planet -- the Center for Marine Conservation.
4901,0.25,0.6,0.5,"Even today, after years of public outrage, dolphins continue to die in tuna fisheries of other countries and are still being cruelly and often illegally killed by gillnets and harpoons."
4902,0.44999999999999996,0.4,0.5,CENTER FOR MARINE CONSERVATION
4903,0.3125,0.5,0.5625,"The cause - undetermined, but the suspected culprit is pollution poisoning our oceans with toxic chemicals and sewage."
4904,0.5,0.55,0.5,“I will help you find your Rachel.
4905,0.25,0.75,0.6675,"I have to warn you, though, you won’t like what I have to tell you.”"
4906,0.5,0.5,0.5825,Something in his tone couldn’t be disbelieved.
4907,0.5,0.6,0.75,“Tell me anyway.
4908,0.5,0.5825,0.5,"If she’s in trouble, I want to find her, wherever she is.”"
