Deal ID,Companies,Company ID,Description,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Current Financing Status,Current Business Status,Universe,CEO (at time of deal),CEO PBId,Deal No.,Deal ID,Announced Date,Deal Date,Deal Size,Deal Size Status,Pre-money Valuation,Post Valuation,Post Valuation Status,% Acquired,Raised to Date,VC Round,VC Round Up/Down/Flat,Price per Share,Series,Deal Type,Deal Type 2,Deal Type 3,Deal Class,Total Invested Equity,Add-on,Debts,Total New Debt,Debt Raised in Round,Contingent Payout,Deal Status,Business Status,Financing Status,Employees,# Investors,# New Investors,# Follow-on Investors,Native Currency of Deal,HQ Location,HQ Global Region,HQ Global Sub Region,Company City,Company State/Province,Company Post Code,Company Country,Year Founded,Company Website
168469-93T,DeepSee,438524-47,"Developer of a knowledge process automation platform built to help enterprises use AI to automate line-of-business problems. The company's platform extracts, processes, and transforms data by using AI and ML techniques to instantly transform volumes of unstructured data into real-time insight, thus providing clients with a pipeline to deliver AI-generated templates, rules, and logic to systems for actions.",Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*","Big Data, CloudTech & DevOps, SaaS","data analysis, data process technology, data processing facility, data processing platform, data processing service, data processing software, data processing system",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",Steve Shillingford,239362-48P,3,168469-93T,,15-Mar-2021,18.77,Actual,27.41,46.18,Actual,40.65 %,25.42,2nd Round,Up Round,0.47,Series A,Early Stage VC,Series A,,Venture Capital,18.77,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,18,5,3,2,US Dollars (USD),"Salt Lake City, UT",Americas,North America,Salt Lake City,Utah,84101,United States,2019,www.deepsee.ai
180629-92T,Coursedog,267013-36,"Developer of academic scheduler platform designed to make scheduling simple and driven by student success. The company's platform provides integrated scheduling and curriculum management for higher education and sends out surveys to instructors to share their preferences for class times, seating layout and tech requirements, enabling universities to reduce the cost of service, improve student outcomes and make data-driven decisions across the administration.",Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*",,"academic planning platform, classes scheduler, courses catalog management, curriculum scheduler, educational platform, events scheduler",Venture Capital-Backed,Generating Revenue,Venture Capital,Justin Wenig,203939-29P,3,180629-92T,,03-Sep-2021,18.84,Actual,56.11,74.95,Actual,43.69 %,19.06,1st Round,,8.08,Series A,Early Stage VC,Series A,,Venture Capital,18.84,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,8,7,1,US Dollars (USD),"New York, NY",Americas,North America,New York,New York,10003,United States,2018,www.coursedog.com
137595-61T,OpenExchange,54947-98,"Developer of an open-source collaboration software designed to conduct virtual meetings and events in a secure and efficient manner. The company's software offers scalable and integrated open-source e-mail and collaboration tools with advanced one-to-one, one-to-many, and many-to-many video technologies and tools, enabling financial market businesses and professionals to connect securely for exchanging vital daily communications.",Information Technology,Software,Communication Software,"Business/Productivity Software, Communication Software*, Media and Information Services (B2B)","CloudTech & DevOps, EdTech, SaaS, TMT","corporate access platform, financial contents, financial info services, investment content, investor communications platform, investor relations tools, online presentation system, online video platform, video analytics systems, video creation platform, video hosting platform, video learning platform, video library services, video meeting application, virtual conference platform, virtual meeting services",Venture Capital-Backed,Profitable,Venture Capital,Mark Loehr,22577-05P,6,137595-61T,04-Jun-2020,07-Jun-2021,18.84,Actual,219.90,238.74,Estimated,,44.25,6th Round,Up Round,,Series D,Later Stage VC,Series D,,Venture Capital,18.84,No,,,,,Completed,Profitable,Venture Capital-Backed,229,5,5,,US Dollars (USD),"Lincoln, MA",Americas,North America,Lincoln,Massachusetts,1773,United States,2009,www.openexc.com
160360-66T,Aprende Institute,431326-81,"Developer of an online education software designed to offer vocational skills training in the US Hispanic market and LATAM. The company's platform offers a wide range of online training courses and diploma that assists their students to acquire skills needed to start their own business or a new career in areas of high demand, enabling students to earn extra income.",Consumer Products and Services (B2C),Services (Non-Financial),Educational and Training Services (B2C),"Educational and Training Services (B2C)*, Educational Software",EdTech,"online training, skills training, training skills, vocational training, wellness school",Venture Capital-Backed,Generating Revenue,Venture Capital,Martin Claure,191850-40P,3,160360-66T,,12-Oct-2021,18.85,Actual,,,,,23.33,3rd Round,,,Series A2,Later Stage VC,Series A2,,Venture Capital,18.85,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,13,7,6,US Dollars (USD),"Coral Gables, FL",Americas,North America,Coral Gables,Florida,33134,United States,2013,www.aprende.com
181697-68T,Black Kite,156297-70,"Developer of a cyber risk scorecard platform designed to protect from cyber-attacks. The company's platform provides full visibility into a vendor's cyber position, using the same open-source intelligence tools and techniques that hackers use, and detects possible threats to a network as well as displays an aggregation of that data on a dashboard, enabling organizations to monitor cyber risks and increase awareness against third-party risks.",Information Technology,Software,Network Management Software,"Business/Productivity Software, Network Management Software*, Systems and Information Management","Cybersecurity, SaaS, TMT","cyber attack security, cyber risk management, cyber threat defense, cyber threat intelligence, risk quantification, vulnerability management",Venture Capital-Backed,Generating Revenue,Venture Capital,Paul Paget,237081-79P,4,181697-68T,,13-Oct-2021,18.86,Actual,63.45,82.31,Actual,22.92 %,28.45,3rd Round,Up Round,30.05,Series B,Later Stage VC,Series B,,Venture Capital,18.86,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,32,4,1,3,US Dollars (USD),"Boston, MA",Americas,North America,Boston,Massachusetts,2199,United States,2015,www.blackkite.com
167200-84T,Spot.ai,461814-40,"Manufacturer of a network video recording system intended to offer a simple and fast way to move video surveillance into the cloud. The company's system can be set up in minutes without IT expertise and it allows to securely see, search, share any footage off any camera at every operable location in a single web dashboard, enabling businesses to unlock the power of their video footage for safety and operations workflows.",Information Technology,Computer Hardware,Electronic Equipment and Instruments,"Business/Productivity Software, Electronic Equipment and Instruments*, Media and Information Services (B2B)","Artificial Intelligence & Machine Learning, Industrials, TMT","artificial intelligence based, artificial intelligence camera, artificial intelligence video, edge computing, security camera service, security camera video, video recording system",Venture Capital-Backed,Generating Revenue,Venture Capital,Tanuj Thapliyal,254270-53P,1,167200-84T,22-Feb-2021,15-Oct-2021,18.89,Actual,60.09,78.98,Actual,45.39 %,18.89,1st Round,,3.59,Series A,Early Stage VC,Series A,,Venture Capital,18.89,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,4,4,,US Dollars (USD),"Burlingame, CA",Americas,North America,Burlingame,California,94010,United States,2018,www.spot.ai
185444-92T,Vendia,436705-84,"Developer of a serverless code sharing platform intended to facilitate real-time data sharing with ease. The company's platform is equipped with features like multi-party, cross-cloud and cross-account usability, real-time forecasting and flexible scalability model, enabling customers to share data and code in real-time across multiple clouds and companies.",Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Media and Information Services (B2B)","CloudTech & DevOps, SaaS, TMT","data sharing platform, data sharing solutions, data sharing tools, distributed ledger technology, multi cloud data lake, multi cloud platform, real time data sharing, real time data sharing platform, serverless platform",Venture Capital-Backed,Generating Revenue,Venture Capital,Timothy Wagner,234298-18P,3,185444-92T,17-Dec-2021,20-Dec-2021,18.92,Actual,172.79,191.71,Actual,9.87 %,36.20,3rd Round,Up Round,7.86,Series B,Early Stage VC,Series B,,Venture Capital,18.92,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,,,,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94103,United States,2020,www.vendia.net
182272-06T,Spiffy,123624-91,"Developer of a mobile application designed to maintain fleet vehicles throughout their lifecycle. The company's application offers a variety of car washing, detailing, and maintenance service options, from hand car washing to advanced detailing and oil changes to manage their vehicle in-fleeting, preventative maintenance, and de-fleeting, enabling vehicle owners to utilize a fleet-friendly application to schedule, track, rate and pay for vehicle services.",Consumer Products and Services (B2C),Transportation,Automotive,"Application Software, Automotive*, Road","Mobile, Mobility Tech, TMT","car washing application, car washing books, carsharing service, commercial power washing, mobile auto detailing, mobile oil change",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",Scot Wingo,36085-51P,9,182272-06T,,26-Oct-2021,18.95,Actual,43.08,62.03,Actual,33.71 %,42.92,4th Round,Up Round,1.06,Series B,Later Stage VC,Series B,,Venture Capital,18.95,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,11,6,5,US Dollars (USD),"Durham, NC",Americas,North America,Durham,North Carolina,27703,United States,2014,www.getspiffy.com
182375-74T,Pragma,433124-74,"Developer of a backend gaming engine designed to scale games fast, simply and reliably. The company's engine leverages recreation, imagination and community to provide login and connect services, lobby, matchmaking, game allocation, communication and access to data services, enabling clients to focus excess on games rather than managing other processes.",Information Technology,Software,Software Development Applications,"Business/Productivity Software, Entertainment Software, Software Development Applications*","CloudTech & DevOps, Gaming, SaaS, TMT","accounting services, games loop, live operations, players data services, social systems & achievements, stores integration",Venture Capital-Backed,Generating Revenue,Venture Capital,Eden Chen,224957-80P,3,182375-74T,,27-Oct-2021,18.96,Actual,112.04,131.01,Actual,14.47 %,32.90,3rd Round,Up Round,5.77,Series B,Early Stage VC,Series B,,Venture Capital,18.96,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,32,8,5,3,US Dollars (USD),"Culver City, CA",Americas,North America,Culver City,California,90232,United States,2019,www.pragma.gg
184280-59T,Flow (San Francisco),436395-25,"Developer of investment management software designed to provide a way to simplify and streamline the investing experience. The company's software offers investor onboarding, data and workflow management, entity management, managing documentation and investor relationships, as well as other related services, thereby helping clients to manage business processes and increase efficiency by reducing time invested in making decisions.",Information Technology,Software,Financial Software,"Financial Software*, Other Financial Services","FinTech, Industrials, SaaS","alternative asset market, entity management service, entity management system, investment management, investor management software developer, investor onboarding platform",Venture Capital-Backed,Generating Revenue,Venture Capital,Adrian Ortiz,129303-46P,2,184280-59T,,21-Jul-2021,18.97,Estimated,25.29,44.26,Actual,42.86 %,25.28,2nd Round,Up Round,1.13,Series A,Early Stage VC,Series A,,Venture Capital,18.97,No,,,,,Completed,Startup,Venture Capital-Backed,,2,2,,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94104,United States,2018,www.flowinc.app
174774-88T,Payzer,99350-29,"Developer of a mobile and online payment application built to facilitate payments and enable credit for customers with instant on-the-spot approvals. The company's cloud-based platform allows customers to accept credit cards, debit cards, and electronic checks in the field or at the home office with real-time tracking across their organization, enabling contractors to grow and easily manage their business through streamlined payments.",Information Technology,Software,Financial Software,"Application Software, Business/Productivity Software, Financial Software*, Other Financial Services","FinTech, Mobile, SaaS, TMT","business management software service, cash management service, consumer credit, financial technology, online payment application, payment software",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",Joseph Giordano,84344-50P,6,174774-88T,04-Jun-2021,21-Jun-2021,18.97,Actual,76.20,95.17,Actual,19.93 %,38.79,4th Round,Up Round,2.59,Series D1,Later Stage VC,Series D1,,Venture Capital,18.97,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,7,3,4,US Dollars (USD),"Charlotte, NC",Americas,North America,Charlotte,North Carolina,28226,United States,2012,www.payzer.com/index.php
169985-35T,ThreatQuotient,107634-52,"Developer of an open and extensible threat intelligence platform designed to empower security teams to respond to cyber threats. The company's platform integrates with an organization's existing processes and technologies to form a single security architecture to accelerate security operations through context, prioritization, and automation, enabling companies to identify, understand, prioritize, and act on high-priority threats faced by them based on customer-defined parameters.",Information Technology,Software,Network Management Software,"Automation/Workflow Software, Network Management Software*","Cybersecurity, SaaS","cyber security, threat analytics, threat intelligence analysis, threat intelligence software, threat management, threat security, threat security software",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",John Czupak,121695-58P,7,169985-35T,,06-Apr-2021,18.97,Actual,105.39,118.56,Actual,11.11 %,68.80,6th Round,,2.67,Series C1,Later Stage VC,Series C1,,Venture Capital,13.17,No,"Other - €5,80M",5.80,5.80,,Completed,Generating Revenue,Venture Capital-Backed,115,7,2,5,US Dollars (USD),"Reston, VA",Americas,North America,Reston,Virginia,20191,United States,2013,www.threatq.com
183219-76T,UncommonX,266909-05,"Developer of advanced network security software designed to offer real-time cyber threat protection. The company's offerings include an advanced analytics software suite supported by skilled security experts and enterprise data security solutions powered through an agnostic and flexible security orchestration platform, enabling businesses to safeguard system and network integrity.",Information Technology,Software,Network Management Software,"Business/Productivity Software, IT Consulting and Outsourcing, Network Management Software*","Cybersecurity, SaaS","cyber protection, incident response services, managed detection and response, managed security services provider, ransomware mitigation, ransomware protection, real time cyber protection, risk intelligence, security assessment service, security intelligence, security operations platform, security risk intelligence, security software, security software system",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",John Morris,40342-15P,3,183219-76T,,10-Nov-2021,18.97,Actual,25.87,44.85,Actual,42.31 %,30.91,2nd Round,Flat Round,0.79,Series A,Later Stage VC,Series A,,Venture Capital,18.97,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,1,,US Dollars (USD),"Chicago, IL",Americas,North America,Chicago,Illinois,60654,United States,2012,www.uncommonx.com
183772-99T,Nursa,437893-75,"Developer of a nurse, LPN, CNA recruiting application designed to lower recruitment costs and provide contract and part-time PRN jobs. The company's platform allows to store credential and license information for fast submission, and secure storage and also allows facility users to manage staff and data efficiently, enabling clinicians to search for jobs in real-time and connect with hospitals and healthcare facilities that need specialty talent now and in the future.",Healthcare,Healthcare Technology Systems,Other Healthcare Technology Systems,"Application Software, Human Capital Services, Other Healthcare Technology Systems*",,"cna services, hospital recruitment, medical assistance application, medical recruitment, nursing jobs, nursing jobs placement, nursing jobs search, prn nursing, recruiting application, recruiting platform, travel nursing, travel nursing jobs, travel nursing placement, travel nursing services",Venture Capital-Backed,Generating Revenue,Venture Capital,Curtis Anderson,237509-83P,2,183772-99T,29-Oct-2021,19-Nov-2021,18.98,Actual,121.34,140.32,Actual,16.93 %,20.09,2nd Round,Up Round,6.36,Series A,Early Stage VC,Series A,,Venture Capital,18.98,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,,1,US Dollars (USD),"Bountiful, UT",Americas,North America,Bountiful,Utah,84010,United States,2020,www.nursa.com
166999-60T,Photomath,159243-31,"Developer of a calculator application designed to solve mathematical equations and problems in real-time. The company's application helps the user to simply aim at the mathematical expression or equation with a camera fitted to a handheld device and instantly scan, solve and explain problems, ranging from arithmetic to calculus through animated steps and detailed instructions, enabling students to solve difficult mathematical problems easily.",Information Technology,Software,Educational Software,"Educational and Training Services (B2C), Educational Software*","EdTech, Mobile, TMT","camera calculator, digitally calculation app, mathematical application, mathematics application, mathematics calculating app, maths app, mobile app",Venture Capital-Backed,Profitable,Venture Capital,Damir Sabol,86608-36P,4,166999-60T,18-Feb-2021,18-Feb-2021,19.01,Actual,198.34,217.35,Actual,8.75 %,33.23,4th Round,Up Round,8.67,Series B,Later Stage VC,Series B,,Venture Capital,19.01,No,,,,,Completed,Profitable,Venture Capital-Backed,,5,1,4,US Dollars (USD),"San Mateo, CA",Americas,North America,San Mateo,California,94401,United States,2014,www.photomath.app
171031-69T,Rentable,58624-12,"Developer of a hyper-local apartment platform designed to connect renters and property managers. The company's platform provides localized flat listing services, search aids, map-based searches, and shortlisting tools to browse through apartment listings as well as calculate rent through an affordability calculator, enabling users to find apartments on rent in an intuitive and efficient way.",Consumer Products and Services (B2C),Services (Non-Financial),Real Estate Services (B2C),"Application Software, Information Services (B2C), Real Estate Services (B2C)*","E-Commerce, Mobile, Real Estate Technology, SaaS, TMT","apartments hunting, apartments listings, apartments searches, apartments shortlisting, internet apartments search, map-based search",Venture Capital-Backed,Generating Revenue,"Debt Financed, Private Equity, Venture Capital",Alec Slocum,74135-53P,10,171031-69T,,03-Aug-2021,19.03,Actual,84.56,103.58,Actual,18.37 %,29.34,6th Round,Up Round,6.21,Series B,Later Stage VC,Series B,,Venture Capital,19.03,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,4,1,3,US Dollars (USD),"Madison, WI",Americas,North America,Madison,Wisconsin,53703,United States,2011,www.rentable.co
180059-14T,BriteCore,86704-21,"Developer of cloud-based core systems software designed to transform insurance processes. The company's platform encompasses policies, billing, claims, and other functions, thereby, enabling property and casualty insurers to gain a competitive edge through efficient operations, compelling customer experiences, and speed to market.",Information Technology,Software,Financial Software,Financial Software*,"FinTech, InsurTech, SaaS, TMT","casualty administration, insurance claims, insurance policy, insurance processing system, insurance software, insurance software system, policy administration, policy administration system",Venture Capital-Backed,Profitable,"Private Equity, Venture Capital",Phil Reynolds,107291-71P,6,180059-14T,,13-Sep-2021,19.09,Actual,46.65,63.62,Actual,26.67 %,78.75,4th Round,Down Round,3.97,Series C,Later Stage VC,Series C,,Venture Capital,16.97,No,"Loan - €2,12M (Term Loan; Floating)",2.12,2.12,,Completed,Profitable,Venture Capital-Backed,,3,1,2,US Dollars (USD),"Springfield, MO",Americas,North America,Springfield,Missouri,65808,United States,2004,www.britecore.com
171983-89T,Paravision (Network Management Software),109540-09,"Developer of face recognition technology designed to transform enterprise security. The company's technology offers the tools for age, gender, emotion and ethnicity detection to give personalized customer experience using it for customer authentication, enabling enterprises to improve security, increase customer retention and verify its customers.",Information Technology,Software,Network Management Software,"Business/Productivity Software, Network Management Software*","Artificial Intelligence & Machine Learning, SaaS, TMT","access control, computer vision, face detection software, face recognition technology, face recognition tool, human behavior recognition",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",Doug Aley,31058-02P,7,171983-89T,,11-May-2021,19.10,Actual,41.52,60.61,Actual,38.96 %,44.20,6th Round,Down Round,0.16,Series C,Later Stage VC,Series C,,Venture Capital,19.10,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,7,4,3,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94129,United States,2013,www.paravision.ai
181166-95T,Atomic FI,338654-89,"Developer of a digital financial platform designed to manage online payroll transactions. The company's platform allows users to connect their payroll account using their payroll credentials eliminating frauds and manual processes through multi-step verification, thereby enabling employees and businesses to conduct secure banking transactions efficiently.",Information Technology,Software,Financial Software,"Financial Software*, Other Financial Services",FinTech,"digital financial platform, financial deposit service, financial deposits, financial platform, financial platform developer, online deposit service, payment verification services, secure financial transaction system",Venture Capital-Backed,Generating Revenue,Venture Capital,Jordan Wright,71941-24P,3,181166-95T,05-Oct-2021,21-Nov-2021,19.11,Actual,60.80,79.90,Actual,27.96 %,24.95,3rd Round,Up Round,2.93,Series A,Early Stage VC,Series A,,Venture Capital,19.11,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,50,4,3,1,US Dollars (USD),"Salt Lake City, UT",Americas,North America,Salt Lake City,Utah,84121,United States,2019,www.atomic.financial
168554-98T,Docker,51655-06,"Developer of a software container platform designed to eliminate problems when collaborating on code with co-workers. The company's platform offers development languages and tools for programmers that handle code building, scaling, deployment, load balancing, application runtime and packaging tool and a cloud service for sharing applications and automating workflows, enabling users to overcome the complexity of application development.",Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Software Development Applications","CloudTech & DevOps, SaaS, TMT","app development, app development company, app development services, cloud native, open source coding, open source model",Venture Capital-Backed,Generating Revenue,Venture Capital,Scott Johnston,62222-32P,10,168554-98T,,16-Mar-2021,19.11,Actual,290.85,309.96,Actual,6.17 %,287.34,9th Round,Up Round,5.76,Series B,Later Stage VC,Series B,,Venture Capital,19.11,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,5,3,2,US Dollars (USD),"Palo Alto, CA",Americas,North America,Palo Alto,California,94306,United States,2010,www.docker.com
175681-72T,Nabis,231006-70,"Operator of a cannabis wholesale platform intended to distribute cannabis products. The company's platform uses a fast distribution network for the fulfillment, storage and sales of wholesale cannabis products for many major brands, enabling retailers from small delivery businesses to major dispensary chains to ship wholesale cannabis orders easily and effectively.",Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Logistics",Cannabis,"cannabis distribution service, cannabis logistics, cannabis shipment, marijuana logistics, online cannabis platform, supply chain management, supply chain system",Venture Capital-Backed,Generating Revenue,Venture Capital,Vincent Ning,159468-31P,5,175681-72T,,01-Jul-2021,19.11,Actual,,,,,28.12,4th Round,,,Series B,Early Stage VC,Series B,,Venture Capital,19.11,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,9,6,3,US Dollars (USD),"Oakland, CA",Americas,North America,Oakland,California,94621,United States,2017,www.nabis.com
183838-42T,Conduktor,461896-57,"Developer of desktop applications designed to help developers, testers, and companies work easily. The company's software offers configuration sharing, multi-clusters management, monitoring, error management, brokers management, topics management, and other related services, helping users to develop tasks with ease and efficiency.",Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,,"broker management, desktop application, desktop application developer, desktop application software, desktop software, streaming platform, topics management",Venture Capital-Backed,Generating Revenue,Venture Capital,Nicolas Orban,254468-17P,1,183838-42T,,22-Nov-2021,19.13,Actual,69.56,88.68,Actual,27.82 %,19.13,1st Round,,8.73,Series A,Early Stage VC,Series A,,Venture Capital,19.13,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,6,6,,US Dollars (USD),"Jackson, WY",Americas,North America,Jackson,Wyoming,83001,United States,2020,www.conduktor.io
168741-10T,OpenSea,226883-35,"Operator of a peer-to-peer marketplace intended to facilitate the trading of crypto assets and digital collectibles. The company's marketplace offers all other asset types on the blockchain such as software licenses, collectibles, crypto kitties, NFTs and more, enabling users to streamline crypto transactions.",Financial Services,Other Financial Services,Other Financial Services,"Financial Software, Media and Information Services (B2B), Other Financial Services*","Cryptocurrency/Blockchain, FinTech, TMT","crypto assets marketplace, crypto goods marketplace, crypto product marketplace, decentralized marketplace, digital good trading, digital goods market, nft, virtual goods commerce, virtual goods trading",Venture Capital-Backed,Generating Revenue,Venture Capital,Devin Finzer,162710-56P,2,168741-10T,17-Mar-2021,18-Mar-2021,19.13,Actual,80.69,99.82,Actual,19.17 %,19.23,1st Round,,6.01,Series A,Early Stage VC,Series A,,Venture Capital,19.13,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,32,32,,US Dollars (USD),"New York, NY",Americas,North America,New York,New York,10003,United States,2017,www.opensea.io
169847-92T,Vericred,99398-62,"Developer of a healthcare data platform designed to solve problems associated with digital distribution of health insurance and employee benefits. The company's platform comprises plan design and rate data, provider-network data and formulary data, enabling insurance and digital health companies to accommodate rapidly changing data that currently exists in non-standard and non-structured formats.",Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),"Business/Productivity Software, Database Software, Media and Information Services (B2B)*","Digital Health, FinTech, InsurTech, SaaS, TMT","health planning design, healthcare provider data, healthcare provider data management, member management, provider network data",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",Michael Levin,95685-04P,6,169847-92T,22-Mar-2021,06-Apr-2021,19.14,Actual,42.16,61.30,Actual,31.22 %,29.10,5th Round,,1.51,Series B,Later Stage VC,Series B,,Venture Capital,19.14,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,7,6,1,US Dollars (USD),"New York, NY",Americas,North America,New York,New York,10010,United States,2014,www.vericred.com
183618-10T,CoreStack,83362-42,"Developer of cloud management platform designed to assist enterprises to achieve continuous cloud compliance and autonomous cloud governance. The company's platform helps to manage observability, consumption, compliance, and cost by leveraging cloud-native technology, connector-less integration, dynamic discovery, and orchestration of multi-cloud inventory, enabling companies to maximize business agility and deliver predictable outcomes for budget and policies.",Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Systems and Information Management","Artificial Intelligence & Machine Learning, CloudTech & DevOps, SaaS","business platform, business technology, cloud compliance, cloud operations, cloud services, cloud technology, hybrid cloud network",Venture Capital-Backed,Generating Revenue,Venture Capital,Ezhilarasan Natarajan,169612-57P,6,183618-10T,08-Nov-2021,15-Nov-2021,19.22,Actual,164.16,183.39,Actual,11.07 %,32.29,5th Round,Up Round,7.78,Series B,Later Stage VC,Series B,,Venture Capital,19.22,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,4,3,1,US Dollars (USD),"Bellevue, WA",Americas,North America,Bellevue,Washington,98006,United States,2015,www.corestack.io
184389-04T,TextUs (Communication Software),182975-14,"Developer of a text messaging platform designed to simplify how professionals communicate with their leads, candidates and opportunities. The company's platform is faster than the response rate of traditional communication channels and features the ability to provide typing indicators, multi-user conversations, text message dictation and more, enabling professionals to get a one-to-one connection with their customers and engage contacts with personal outreach and accelerate sales easily.",Information Technology,Software,Communication Software,"Application Software, Communication Software*","Mobile, SaaS, TMT","business communication, business communication app, communication app, communication platform, communication software, communication solutions, messaging, messaging platform",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",Martin Payne,240664-42P,8,184389-04T,,30-Nov-2021,19.27,Actual,30.65,48.26,Actual,36.48 %,26.76,5th Round,Up Round,9.14,Series C,Later Stage VC,Series C,,Venture Capital,17.60,No,"Other - €1,67M",1.67,1.67,,Completed,Generating Revenue,Venture Capital-Backed,,2,2,,US Dollars (USD),"Boulder, CO",Americas,North America,Boulder,Colorado,80302,United States,2012,www.textus.com
164540-71T,Quantum Xchange,230091-58,"Provider of quantum solutions intended for theft prevention of encryption keys. The company's system addresses the shortcomings of public-key encryptions (PKE) while immediately improving an organization's cybersecurity posture with quantum-enhanced protection for securing data in transit, enabling corporate as well as individual clients to maintain secure communications by strengthening and critically extending the useful life of encryption infrastructure.",Information Technology,Software,Network Management Software,"Fiberoptic Equipment, Network Management Software*, Other Communications and Networking",Cybersecurity,"decryption software, fiber connection, fiber optic network, post-quantum cryptography, quantum computer, quantum computing, quantum keys distribution, quantum mechanics, secure communication system, security keys",Venture Capital-Backed,Generating Revenue,Venture Capital,Eddy Zervignon,249831-73P,1,164540-71T,,07-Jan-2021,19.30,Actual,57.48,76.77,Actual,25.13 %,19.30,1st Round,,22.01,Series A,Early Stage VC,Series A,,Venture Capital,19.30,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,2,2,,US Dollars (USD),"Bethesda, MD",Americas,North America,Bethesda,Maryland,20814,United States,2016,quantumxc.com
185494-69T,True Footage,458179-21,"Developer of a real estate data authentication platform built to streamline residential transactions. The company uses video, computer vision, and machine learning to offer products such as square footage certification, floorplan, and property data capture, enabling lenders to save time and standardize data.",Consumer Products and Services (B2C),Services (Non-Financial),Real Estate Services (B2C),"Application Software, Business/Productivity Software, Media and Information Services (B2B), Real Estate Services (B2C)*","Artificial Intelligence & Machine Learning, Big Data, Mobile, Real Estate Technology","computer vision tools, consumer reporting agency, data authentication platform, data infrastructure, mobile application, real estate company, real estate data",Venture Capital-Backed,Product In Beta Test,Venture Capital,John Liss,249220-72P,2,185494-69T,,10-Dec-2021,19.35,Estimated,49.47,68.81,Actual,34.27 %,20.10,2nd Round,Up Round,4.81,Series A,Early Stage VC,Series A,,Venture Capital,19.35,No,,,,,Completed,Product In Beta Test,Venture Capital-Backed,,1,,1,US Dollars (USD),"New York, NY",Americas,North America,New York,New York,10128,United States,2019,www.truefootage.tech
164147-23T,Esme Learning,458192-62,"Developer of AI-based online education platform designed to help education professionals deliver engaging online teaching programs. The company's platform offers oxford personalized learning include blockchain, fintech and digital engagement courses, enabling users to assist various leading institutions in designing their online programs to benefit time-pressed executives.",Information Technology,Software,Educational Software,"Education and Training Services (B2B), Educational and Training Services (B2C), Educational Software*","EdTech, FinTech","ai based company, education coaching, education community, educational platform, online coaching program, study guide",Venture Capital-Backed,Generating Revenue,Venture Capital,Elizabeth Porter,231071-95P,1,164147-23T,,22-Oct-2021,19.36,Actual,103.28,122.64,Actual,26.23 %,19.36,1st Round,,5.43,Series A,Early Stage VC,Series A,,Venture Capital,19.36,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,2,2,,US Dollars (USD),"Newton, MA",Americas,North America,Newton,Massachusetts,2459,United States,2019,www.esmelearning.com
